pixel_mean,pixel_std,pixel_min,pixel_max,anomaly_score,img_height,img_width,img_channels,timestamp,score_map_max,score_map_mean,score_map_min,score_map_std,is_anomaly,threshold,dataset_type,batch_idx
0.3959207,1.5971137,-1.5870366,2.64,8.30757,224,224,3,2026-05-06T04:04:00.291283,7.7924614,1.5189751,6.3645695e-07,0.93146974,1,13.0,test,50
0.38174608,1.6108433,-1.6041614,2.64,9.243026,224,224,3,2026-05-06T04:04:00.291283,8.509186,1.5982169,6.3645695e-07,1.1024486,1,13.0,test,50
0.3830493,1.605061,-1.6041614,2.64,7.636966,224,224,3,2026-05-06T04:04:00.345187,7.1242266,1.2663462,6.3645695e-07,0.902128,1,13.0,test,51
0.43406326,1.5864336,-1.6041614,2.64,9.437292,224,224,3,2026-05-06T04:04:00.345187,8.5654545,1.7663252,6.3645695e-07,1.0701945,1,13.0,test,51
0.38093033,1.6091502,-1.6041614,2.64,6.4892874,224,224,3,2026-05-06T04:04:00.400306,5.8394103,1.3327478,6.3645695e-07,0.877599,1,13.0,test,52
0.42118955,1.590982,-1.6041614,2.64,5.7919865,224,224,3,2026-05-06T04:04:00.400306,5.262167,1.7249131,6.3645695e-07,1.0209585,1,13.0,test,52
0.3834025,1.6174268,-1.6212862,2.64,5.789575,224,224,3,2026-05-06T04:04:00.453821,5.2608023,1.3507859,6.3645695e-07,0.89905757,1,13.0,test,53
0.4111652,1.6076179,-1.6212862,2.64,7.6858177,224,224,3,2026-05-06T04:04:00.453821,7.569791,1.4810104,6.3645695e-07,0.86181843,1,13.0,test,53
0.40504655,1.5985242,-1.6041614,2.64,7.8759713,224,224,3,2026-05-06T04:04:00.509770,7.2407017,1.5939897,6.3645695e-07,1.0683362,1,13.0,test,54
0.36954287,1.6023067,-1.6041614,2.64,8.893316,224,224,3,2026-05-06T04:04:00.509770,8.362015,1.3817815,6.3645695e-07,0.93542665,1,13.0,test,54
0.3909785,1.603428,-1.6041614,2.64,6.620368,224,224,3,2026-05-06T04:04:00.563032,6.179509,1.4418799,6.3645695e-07,0.9151457,1,13.0,test,55
0.432014,1.5885429,-1.5870366,2.64,6.66259,224,224,3,2026-05-06T04:04:00.563032,6.03861,1.4138784,6.3645695e-07,0.9209961,1,13.0,test,55
0.42152724,1.606407,-1.6041614,2.64,6.4707594,224,224,3,2026-05-06T04:04:00.617157,6.008548,1.4224193,6.3645695e-07,0.8885209,1,13.0,test,56
0.36469105,1.6146762,-1.6212862,2.64,6.2871537,224,224,3,2026-05-06T04:04:00.617157,5.991111,1.3048384,6.3645695e-07,0.855436,1,13.0,test,56
0.35490713,1.6137023,-1.6041614,2.64,5.722139,224,224,3,2026-05-06T04:04:00.670512,5.406135,1.3120697,6.3645695e-07,0.8217995,1,13.0,test,57
0.4504727,1.5919428,-1.5870366,2.64,6.305021,224,224,3,2026-05-06T04:04:00.670512,5.8513,1.7012005,6.3645695e-07,0.95905966,1,13.0,test,57
0.37978807,1.6166227,-1.6212862,2.64,7.373323,224,224,3,2026-05-06T04:04:00.724163,6.9640255,2.022823,6.3645695e-07,1.1957283,1,13.0,test,58
0.3738644,1.6070743,-1.6041614,2.64,5.878578,224,224,3,2026-05-06T04:04:00.724163,5.578899,1.3575748,6.3645695e-07,0.95075417,1,13.0,test,58
0.43535265,1.5988456,-1.6041614,2.64,5.874656,224,224,3,2026-05-06T04:04:00.776380,5.098138,1.6735905,6.3645695e-07,0.90749985,1,13.0,test,59
0.4012019,1.598632,-1.5870366,2.64,6.5637174,224,224,3,2026-05-06T04:04:00.776380,6.0829473,1.395672,6.3645695e-07,0.97264284,1,13.0,test,59
0.39022997,1.607762,-1.6041614,2.64,6.0303245,224,224,3,2026-05-06T04:04:00.835597,5.5626526,1.392313,6.3645695e-07,0.95867056,1,13.0,test,60
0.3939989,1.6107292,-1.6041614,2.64,7.2543755,224,224,3,2026-05-06T04:04:00.835597,6.8797007,1.2981228,6.3645695e-07,0.9024314,1,13.0,test,60
0.41779333,1.6104258,-1.6041614,2.64,6.1043963,224,224,3,2026-05-06T04:04:00.891303,5.690507,1.3616438,6.3645695e-07,0.78438306,1,13.0,test,61
0.41106647,1.5979207,-1.6041614,2.64,9.183232,224,224,3,2026-05-06T04:04:00.891303,8.47974,1.4808832,6.3645695e-07,0.86611795,1,13.0,test,61
0.3865012,1.5955505,-1.6041614,2.64,9.22577,224,224,3,2026-05-06T04:04:00.944858,8.853743,1.3584929,6.3645695e-07,0.90646046,1,13.0,test,62
0.3949548,1.5987698,-1.6041614,2.64,5.61334,224,224,3,2026-05-06T04:04:00.944858,5.4652877,1.3422909,6.3645695e-07,0.810293,1,13.0,test,62
0.40104628,1.6067419,-1.6041614,2.64,9.206769,224,224,3,2026-05-06T04:04:00.998328,8.967701,1.5063078,6.3645695e-07,0.9068729,1,13.0,test,63
0.4158913,1.6039435,-1.6041614,2.64,6.7040343,224,224,3,2026-05-06T04:04:00.998328,6.547013,1.4735153,6.3645695e-07,0.9893421,1,13.0,test,63
0.3706733,1.612081,-1.6041614,2.64,6.7657185,224,224,3,2026-05-06T04:04:01.053055,5.9613566,1.3729582,6.3645695e-07,0.93976927,1,13.0,test,64
0.42156598,1.5921072,-1.6041614,2.64,7.3995295,224,224,3,2026-05-06T04:04:01.053055,6.677392,1.6908652,6.3645695e-07,1.0486249,1,13.0,test,64
0.38452882,1.6036787,-1.6041614,2.64,6.722735,224,224,3,2026-05-06T04:04:01.106413,6.172135,1.4058841,6.3645695e-07,0.9795694,1,13.0,test,65
0.3886244,1.6071995,-1.6041614,2.64,7.219867,224,224,3,2026-05-06T04:04:01.106413,6.886658,1.3969184,6.3645695e-07,0.9452361,1,13.0,test,65
0.44227377,1.5889608,-1.6041614,2.64,6.6078115,224,224,3,2026-05-06T04:04:01.161190,6.028251,1.698826,6.3645695e-07,1.0510504,1,13.0,test,66
0.35589984,1.6124136,-1.6212862,2.64,6.087853,224,224,3,2026-05-06T04:04:01.161190,5.3442154,1.4888663,7.746399e-07,0.9415509,1,13.0,test,66
0.38345957,1.6138473,-1.6212862,2.64,8.00452,224,224,3,2026-05-06T04:04:01.213985,7.2953124,1.9807616,6.3645695e-07,1.2171576,1,13.0,test,67
0.42005792,1.6073455,-1.6212862,2.64,9.169455,224,224,3,2026-05-06T04:04:01.213985,8.219479,1.8313781,6.3645695e-07,1.0436324,1,13.0,test,67
0.41840175,1.6007632,-1.5870366,2.64,6.6966944,224,224,3,2026-05-06T04:04:01.267605,6.340154,1.3855693,6.3645695e-07,0.8540685,1,13.0,test,68
0.3757692,1.6078645,-1.6212862,2.64,7.298924,224,224,3,2026-05-06T04:04:01.267605,6.982617,1.3113409,6.3645695e-07,0.90150464,1,13.0,test,68
0.38697326,1.6015563,-1.6041614,2.64,6.3652577,224,224,3,2026-05-06T04:04:01.320737,6.110407,1.4043245,6.3645695e-07,0.9351923,1,13.0,test,69
0.37507355,1.6149149,-1.6041614,2.64,7.915109,224,224,3,2026-05-06T04:04:01.320737,7.0430164,1.7230899,6.3645695e-07,1.0958604,1,13.0,test,69
0.38923457,1.5990769,-1.5870366,2.64,8.3414,224,224,3,2026-05-06T04:04:01.375710,7.513637,1.4580941,6.3645695e-07,0.9209754,1,13.0,test,70
0.39251465,1.6073445,-1.6041614,2.64,7.6430473,224,224,3,2026-05-06T04:04:01.375710,6.799134,1.6126604,6.3645695e-07,1.0088984,1,13.0,test,70
0.40963453,1.5948873,-1.5870366,2.64,6.5095096,224,224,3,2026-05-06T04:04:01.428565,6.1291947,1.5227247,6.3645695e-07,1.0239718,1,13.0,test,71
0.3733967,1.6108238,-1.6041614,2.64,5.5365663,224,224,3,2026-05-06T04:04:01.428565,5.0359116,1.3666763,6.3645695e-07,0.9184638,1,13.0,test,71
0.39012375,1.6105101,-1.6041614,2.64,7.1111836,224,224,3,2026-05-06T04:04:01.485582,6.8222194,1.3998986,6.3645695e-07,0.996173,1,13.0,test,72
0.41813204,1.5847554,-1.6041614,2.64,6.7754197,224,224,3,2026-05-06T04:04:01.485582,6.253699,1.4530787,6.3645695e-07,0.9624088,1,13.0,test,72
0.42638975,1.5953006,-1.6041614,2.64,7.730675,224,224,3,2026-05-06T04:04:01.541688,7.2054625,1.4671886,6.3645695e-07,0.9849131,1,13.0,test,73
0.38778582,1.5971978,-1.6041614,2.64,7.020492,224,224,3,2026-05-06T04:04:01.541688,6.64259,1.517133,6.3645695e-07,1.0423298,1,13.0,test,73
0.42615107,1.601375,-1.6041614,2.64,6.33002,224,224,3,2026-05-06T04:04:01.596813,6.212179,1.4332423,6.3645695e-07,0.8352221,1,13.0,test,74
0.39898443,1.6077896,-1.6212862,2.64,8.274906,224,224,3,2026-05-06T04:04:01.596813,7.352463,1.5615027,6.3645695e-07,1.0298551,1,13.0,test,74
0.36009207,1.6059886,-1.6212862,2.64,5.945839,224,224,3,2026-05-06T04:04:01.651996,5.5620236,1.4493532,6.3645695e-07,0.93751,1,13.0,test,75
0.35290447,1.6118876,-1.6041614,2.64,6.9596357,224,224,3,2026-05-06T04:04:01.651996,6.20765,1.4679196,6.3645695e-07,0.97250646,1,13.0,test,75
0.42892238,1.5860845,-1.5870366,2.64,7.1436973,224,224,3,2026-05-06T04:04:01.705059,6.766763,1.5481089,6.3645695e-07,1.057014,1,13.0,test,76
0.45004985,1.5775399,-1.5870366,2.64,6.958548,224,224,3,2026-05-06T04:04:01.705059,6.51408,2.1014469,6.3645695e-07,1.1900196,1,13.0,test,76
0.37023374,1.6008489,-1.6041614,2.64,7.9601674,224,224,3,2026-05-06T04:04:01.757448,7.8286743,1.6257097,6.3645695e-07,1.0324109,1,13.0,test,77
0.43225804,1.6028402,-1.6041614,2.64,5.799188,224,224,3,2026-05-06T04:04:01.757448,5.7390785,1.673349,6.3645695e-07,0.9624834,1,13.0,test,77
0.3737518,1.6072887,-1.6041614,2.64,5.9579234,224,224,3,2026-05-06T04:04:01.810656,5.4251404,1.2106917,6.3645695e-07,0.76765203,1,13.0,test,78
0.4287204,1.5982126,-1.6041614,2.64,7.1119637,224,224,3,2026-05-06T04:04:01.810656,6.4853177,1.5463324,6.3645695e-07,0.8953119,1,13.0,test,78
0.38884225,1.6001792,-1.6041614,2.64,5.7454767,224,224,3,2026-05-06T04:04:01.865071,5.299047,1.334964,6.3645695e-07,0.90257555,1,13.0,test,79
